LATITUDE,LONGITUDE
-34.349828,146.902322
-34.288434,146.578833
-28.666178,151.92905
-22.602499,119.954399
-22.453597,119.99862
-22.437976,119.871343
-33.13204,148.1815
-20.7355,116.846
-27.91157,153.17902
-27.81688,153.1701
-27.86535,153.16611
-27.70905,153.08978
-27.768636,153.059501
-27.76426,153.12961
-25.527039,152.700775
-33.318938,115.71547
-37.807591,144.967529
-31.93006,115.95753
-41.053073,145.905943
-26.3565,152.55895
-35.359136,145.719991
-28.852978,153.556522
-27.7825,145.7594
-27.49184,145.91089
-27.19089,145.98978
-31.444239,152.893401
-33.412239,149.555986
-30.383541,150.601007
-34.813368,147.203197
-36.035353,146.957827
-33.884119,151.237737
-22.121912,117.87378
-42.886802,147.333492
-27.4517,153.0415
-27.471878,153.028825
-33.81652,151.1711
-27.68552,153.0713
-33.75271,151.1466
-41.210755,146.327361
-34.71782,138.6679
-34.71918,138.6682
-27.48489,153.0011
-31.565728,116.052688
-31.817164,116.196356
-31.837702,116.181846
-31.839285,116.134948
-36.13382,146.9942
-32.036153,115.992188
-27.724487,148.77972
-27.36918,148.88849
-28.32327,148.47923
-37.71465,145.14781
-26.40507,146.72574
-26.50553,147.13381
-42.080139,145.555056
-38.017889,145.304782
-33.9053,151.1317
-38.1515,144.365917
-26.283325,152.443186
-33.67082,150.95663
-33.930934,150.93902
-33.7692,151.083
-37.832185,144.995904
-27.6106,152.893561
-28.49706,114.800231
-33.931951,150.923403
-33.67649,115.25078
-32.65778,117.12333
-32.55666,115.746099
-33.430884,122.745196
-27.44231,153.02948
-35.09833,139.31636
-34.01994,150.7631
-31.24016,137.49349
-35.644818,145.186423
-36.440036,143.176028
-37.814,145.2305
-33.867874,150.953807
-33.951352,151.231227
-33.766525,150.827677
-34.072101,150.804011
-35.337893,149.179852
-33.752823,150.694828
-32.936407,151.642612
-33.732876,151.00633
-36.081576,146.915965
-34.486867,150.889225
-35.347668,149.087084
-32.939854,151.709151
-33.798012,151.182331
-37.986012,145.216438
-37.678087,144.919697
-38.14274,145.123371
-38.021088,145.302829
-37.816505,144.952163
-19.274808,146.756926
-26.737042,153.118357
-27.524058,153.221063
-27.979263,153.409723
-27.5634,153.071641
-27.375916,153.024951
-27.665204,153.043489
-27.886929,153.316667
-27.118248,152.95283
-27.56754,152.981965
-27.619272,152.748651
-28.077174,153.423278
-27.45004,153.039796
-26.650746,153.08063
-16.931951,145.75199
-27.598146,151.949249
-21.19866,149.14199
-33.477465,150.213889
-32.383577,150.656744
-31.722458,115.749844
-34.82055,147.901487
-28.167718,153.549191
-30.332664,151.739023
-29.37673,152.00981
-28.235179,153.288503
-26.120012,149.623791
-27.566361,122.0883
-17.588764,123.851862
-31.11315,117.929316
-32.095911,115.819269
-33.90274,151.213
-33.76682,150.9096
-34.31178,150.4519
-38.2218,145.0459
-33.41934,151.22829
-32.53745,151.15316
-33.14636,151.58014
-36.04164,146.96598
-23.69617,133.88437
-29.014519,153.393378
-29.059933,153.383783
-34.98724,138.56968
-19.280602,146.773623
-37.8203,145.01347
-28.08709,153.404944
-26.958447,151.179278
-31.84691,152.50828
-30.50157,151.69581
-36.18236,146.95668
-16.867247,145.67895
-27.233333,153.048611
-27.708888,153.093055
-33.777972,151.122575
-38.43115,144.97055
-38.33136,145.00414
-38.466499,144.903655
-34.790348,138.6949
-32.059629,115.916064
-35.29794,149.18724
-36.501155,148.300972
-35.32142,149.176242
-31.43711,118.41272
-31.50967,118.277215
-28.3271,153.4126
-36.303083,149.783617
-35.666888,144.909805
-34.757375,149.763206
-33.888113,151.258784
-34.843705,138.571598
-37.8257,144.8899
-37.82755,144.8948
-37.83,144.899
-37.83247,144.9032
-37.83374,144.9103
-37.82167,144.97806
-33.8782,151.1774
-33.919705,150.83337
-37.807681,144.956803
-37.911,145.1297
-37.80172,141.52896
-31.49569,115.58841
-26.61312,148.44012
-38.8133,146.1019
-26.46898,147.58985
-37.739965,145.347171
-26.81086,146.05831
-38.09943,145.48022
-38.32854,145.90193
-33.32125,147.57251
-37.636922,144.934047
-27.043078,153.136822
-36.56878,142.89965
-41.64542,147.328331
-37.8433,144.9959
-27.439787,153.060529
-20.111885,146.896059
-26.90613,148.92345
-34.476944,150.755083
-41.16941,146.34435
-29.409137,153.2425
-29.503898,153.20189
-37.852375,144.996
-27.414217,153.080929
-33.83654,150.9264
-34.20289,150.6151
-28.10671,153.4154
-41.02976,146.98293
-31.9543,115.848113
-37.9083,145.2388
-33.901664,151.138853
-32.87516,115.654227
-37.64216,145.23833
-33.759486,150.713665
-34.92326,138.59918
-37.68121,144.9198
-35.11739,139.2933
-37.9659,145.0571
-31.80381,115.887137
-31.48162,118.280593
-33.88597,151.148233
-27.062356,152.947619
-32.053986,115.751059
-37.75235,145.69864
-42.85371,147.31366
-41.178071,146.36058
-36.335237,142.22606
-27.542981,151.831363
-33.917139,151.108235
-24.86333,152.095572
-14.281838,126.341961
-41.782436,147.722448
-33.892853,151.249964
-36.750858,141.833136
-34.450361,142.277039
-35.306657,149.189844
-28.083521,153.40615
-27.999512,153.426549
-30.974919,150.248581
-34.709845,149.962011
-35.546108,145.840087
-27.466945,153.016434
-27.48252,153.02859
-32.274057,148.5868
-24.102287,150.118864
-36.854978,146.005186
-32.95516,151.62324
-36.783015,142.903189
-33.05963,151.58344
-33.72336,115.04331
-15.772698,128.741338
-33.140748,148.175462
-33.717393,150.310514
-33.717394,150.891496
-33.769614,150.904516
-33.78913,150.889937
-33.750256,150.691324
-32.901799,151.66743
-33.522384,151.321118
-33.420272,149.580017
-32.834135,151.351578
-33.772623,150.968079
-31.427961,152.879351
-33.285279,149.102462
-32.977999,151.668915
-31.080047,152.840104
-33.769962,150.771435
-32.734903,152.106383
-33.719747,150.919468
-32.918807,151.746279
-32.940011,151.708844
-33.488316,150.153055
-32.934039,151.640456
-33.598809,150.75439
-33.407496,151.351337
-33.765513,150.827615
-31.090292,150.931094
-33.752234,150.659181
-33.75859,150.991466
-32.898736,151.737833
-32.569804,151.16484
-33.729574,151.006166
-32.245796,148.612317
-33.754474,150.706166
-30.977594,150.252381
-33.206417,151.498391
-33.692965,151.018693
-33.685214,150.918235
-32.876167,151.639667
-33.307476,151.410355
-33.375316,151.472342
-33.775085,150.933987
-33.769002,151.030073
-32.199084,152.520441
-32.761053,151.588131
-33.439206,151.394193
-33.240056,151.504165
-33.580495,150.719765
-32.717076,151.527343
-33.717285,150.84068
-33.280898,151.426092
-33.45165,151.360041
-32.758535,151.745506
-33.445488,151.327445
-33.03381,151.66056
-32.596392,149.588675
-32.902864,151.689494
-32.940874,151.659564
-33.836658,148.696393
-32.282099,150.897233
-32.964114,151.693403
-33.623569,150.836443
-33.803853,150.805048
-32.930431,151.765734
-32.925393,151.626274
-33.013971,151.594684
-33.425049,151.342454
-31.911538,152.454885
-33.266624,151.550239
-32.819043,151.482751
-33.789113,150.820903
-20.53334,129.93694
-18.474912,145.97416
-31.95843,115.86536
-31.01528,115.33491
-28.983955,150.15612
-17.355294,145.685758
-28.119889,140.212087
-32.0538,115.74048
-30.323958,153.115017
-27.513531,153.061981
-37.827792,147.627686
-31.962917,115.992194
-35.327991,139.371908
-33.883755,151.193012
-33.875481,151.178772
-33.898878,151.140147
-32.889643,151.756786
-37.7306,145.1084
-33.60085,151.00537
-33.94311,151.2234
-33.94225,151.22365
-33.94267,151.22645
-33.9436,151.22626
-37.754256,144.963137
-27.554865,153.115664
-16.78724,145.70084
-16.814469,145.695458
-19.010725,146.406058
-19.117261,146.861058
-16.91718,145.774139
-16.651926,145.56267
-37.63799,144.93305
-37.759673,144.754226
-37.578296,144.712391
-37.683072,144.578863
-37.765364,144.92328
-38.196181,144.318746
-37.75212,145.002845
-37.687,144.560535
-37.813511,144.966547
-37.594638,144.914449
-27.50172,153.102911
-37.784254,144.892161
-33.69556,151.297173
-37.792957,144.860719
-38.174094,144.344449
-27.678155,152.90212
-37.674983,144.440461
-38.379958,142.478913
-37.715159,144.884358
-37.905135,144.657881
-37.871914,144.775034
-37.828432,144.84797
-37.844804,144.84545
-37.418024,144.977923
-37.726419,144.806785
-36.797341,144.243296
-36.703873,144.31679
-36.119182,146.881625
-37.535185,143.81719
-37.288014,144.948688
-37.848883,144.705472
-36.383605,145.398283
-36.046997,146.939423
-37.556011,143.855305
-38.341632,143.590224
-37.769056,145.000269
-37.744455,142.027921
-35.342089,143.560833
-38.064949,144.380146
-38.169536,144.392101
-36.718074,142.197706
-37.584773,143.841944
-37.284585,142.932671
-37.6507,145.069338
-37.882594,144.736065
-37.659491,145.029811
-36.549858,145.990281
-37.77095,144.961919
-36.356365,146.327142
-37.678535,144.919499
-37.555553,143.816789
-37.78286,144.834347
-37.046921,143.742311
-37.731532,144.74277
-37.654888,145.01634
-36.771675,144.304402
-36.076031,146.924756
-37.750005,144.774262
-37.887396,144.607224
-37.809508,144.995582
-36.125581,144.750874
-38.347105,141.602019
-37.749887,144.86116
-37.829889,144.957315
-36.395158,145.358608
-38.193122,144.343556
-37.02293,145.132921
-38.173763,144.571996
-38.139962,144.337735
-37.8958,144.753035
-36.717274,144.250376
-33.968833,151.231457
-33.713812,150.972982
-22.475638,119.967996
-38.19455,144.47803
-36.150331,142.863652
-12.429005,130.876542
-32.500831,115.743718
-21.313675,147.841514
-21.337873,147.841939
-41.144326,146.078107
-17.38999,121.55
-37.94772,145.1714
-27.56517,153.056
-33.86246,151.2012
-34.84889,138.5049
-33.87452,151.2062
-33.93317,150.885
-28.928861,153.436144
-29.062316,153.383902
-29.332119,153.235266
-29.461075,153.216333
-29.571853,153.148583
-29.752422,153.061455
-37.815113,144.938076
-37.865296,144.908602
-36.941152,140.73314
-27.404974,151.607334
-33.848809,151.068802
-35.245786,149.156389
-36.840517,139.853881
-34.831369,138.590622
-38.134456,144.62434
-23.314578,119.845121
-27.642027,152.986134
-27.36021,152.9742
-33.91407,151.2039
-33.87371,151.1931
-33.91071,151.2025
-34.03306,151.0863
-33.84841,151.0353
-37.6826,144.9561
-31.800608,115.849683
-14.597394,131.932555
-13.951305,131.23146
-37.80974,145.42402
-16.922,145.733
-21.8393,140.893773
-35.110569,137.527133
-28.119014,153.38007
-28.111558,153.377398
-33.116267,147.750057
-32.278903,148.206034
-35.49693,142.840343
-14.443654,132.255755
-27.471963,153.015994
-12.0927,142.5588
-14.781,143.5029
-35.975805,146.985269
-33.424678,149.618497
-27.557675,153.040964
-27.946884,153.395446
-27.644746,153.120016
-27.575482,152.983498
-27.503197,153.101188
-28.203096,153.540794
-28.203094,153.540785
-27.611303,152.789872
-27.626222,152.968113
-28.167861,153.537613
-27.926059,153.336587
-27.593933,151.951263
-27.564126,151.934564
-27.658505,152.741426
-29.686499,152.93654
-28.850157,153.554127
-27.660371,153.17132
-28.043807,153.408546
-30.28344,153.129547
-27.985694,153.410574
-27.996947,153.33825
-28.085394,153.391611
-27.524716,153.188827
-27.466024,153.142138
-27.663409,153.041112
-27.628562,153.13191
-27.609707,152.760747
-28.213941,152.034734
-27.680912,153.115933
-27.714831,153.202656
-28.813619,153.279348
-28.074489,153.36279
-27.557273,152.280751
-27.609896,153.055487
-27.983606,152.996391
-28.865716,153.045833
-27.67619,152.903135
-27.608688,153.110108
-27.522869,153.219127
-27.571284,153.06565
-27.913387,153.399702
-27.849663,153.298798
-28.643345,153.612908
-28.031093,153.392975
-27.605423,152.867431
-27.702263,153.158239
-27.88895,153.312932
-30.354706,153.090522
-27.540731,151.952195
-28.085352,153.409496
-28.09664,153.440917
-27.564498,153.083823
-27.527045,153.096648
-27.574489,153.026047
-28.655199,151.936897
-28.821174,153.326987
-28.073625,153.444923
-27.976238,153.37982
-28.134034,153.467957
-30.516952,151.669189
-27.639204,153.045888
-25.321633,152.560189
-26.35647,152.55881
-31.934928,115.872174
-37.742745,144.968098
-32.029856,115.749921
-26.616561,144.274586
-18.200681,145.944401
-18.25571,146.016913
-33.000365,137.153858
-32.989024,137.159885
-37.816183,145.12295
-38.007115,145.186111
-34.925389,138.600958
-37.88459,145.0844
-37.86458,144.9081
-33.865845,151.20272
-34.923222,138.639505
-31.970881,115.968516
-33.867577,151.21177
-37.771124,144.959662
-37.703131,144.968768
-37.814114,140.783899
-37.723765,144.921071
-33.614,148.435861
-37.829133,144.893979
-34.559861,148.364917
-33.769435,151.082295
-36.207964,141.466617
-35.928333,141.997353
-35.407775,142.393489
-35.661672,143.426439
-32.057138,115.916165
-34.941028,138.526056
-28.03303,153.187319
-27.558013,152.856785
-27.379884,152.94802
-42.874919,147.318803
-37.840641,144.561611
-37.930806,144.641889
-35.524081,148.143281
-35.30485,148.094619
-27.42005,143.1475
-37.818,145.3128
-36.085985,146.70983
-28.84344,153.603
-22.633886,118.115017
-34.019906,151.206717
-33.900524,151.210849
-35.049803,147.335356
-35.03011,138.61927
-20.768556,145.019756
-19.259959,146.813249
-33.58534,150.91129
-33.60799,150.86471
-33.62334,150.89252
-33.55898,150.8046
-33.47532,150.96283
-33.60585,150.91806
-34.771119,150.819114
-37.800613,144.980162
-33.864995,151.207847
-20.732352,116.840788
-27.797221,117.840409
-34.70848,138.70756
-29.834455,149.792956
-33.332814,138.190591
-34.4469,138.505571
-28.487746,149.426069
-29.957158,148.423504
-36.005769,142.912651
-36.253659,143.343827
-36.424611,142.00968
-31.740539,148.654926
-27.376331,151.614188
-31.560381,147.157452
-35.566786,146.153172
-35.244362,140.952721
-34.492462,147.840817
-27.16773,149.084633
-34.73532,146.737478
-27.330434,150.212734
-33.889031,147.17699
-34.3839,137.667154
-34.23702,140.55834
-37.5292,143.8095
-37.760289,145.0006
-37.38066,140.83781
-34.4256,150.9026
-33.86525,138.00823
-33.793865,151.167378
-33.861379,151.201377
-27.707811,153.163313
-22.422236,119.817508
-35.98987,146.00259
-33.928221,150.981172
-33.9065,151.172783
-34.063202,150.806944
-34.034558,151.102984
-33.868581,150.923227
-33.882511,150.976745
-33.863716,151.088026
-34.873583,150.603771
-35.706878,150.175909
-33.921552,150.923056
-33.893378,150.890083
-35.349258,149.231996
-35.221206,149.019412
